"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"132","Gynecologic Oncology","4","[""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","Having endometrial hyperplasia atypical hyperplasia precancerous endometrium, ovarian cancer ovarian mass CA-125 elevated suspicious mass, endometrial hyperplasia atypical hyperplasia precancerous endometrium, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia since yesterday. What could this be?"
"132","Gynecologic Oncology","5","[""vaginal cancer vaginal lesion vaginal mass VAIN"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""second opinion gynecologic cancer treatment options consultation""]","Recently it's been endometrial hyperplasia atypical hyperplasia precancerous endometrium, chemotherapy management gynecologic cancer treatment oncology treatment, and second opinion gynecologic cancer treatment options consultation."
"132","Gynecologic Oncology","6","[""vaginal cancer vaginal lesion vaginal mass VAIN"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""second opinion gynecologic cancer treatment options consultation"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium""]","Having endometrial hyperplasia atypical hyperplasia precancerous endometrium, complex adnexal mass suspicious ovarian cyst pelvic mass, second opinion gynecologic cancer treatment options consultation, ovarian cancer ovarian mass CA-125 elevated suspicious mass, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, and endometrial hyperplasia atypical hyperplasia precancerous endometrium on and off. What could this be?"
"132","Gynecologic Oncology","7","[""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""second opinion gynecologic cancer treatment options consultation"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium""]","For for a few days, it's been endometrial hyperplasia atypical hyperplasia precancerous endometrium, ovarian cancer ovarian mass CA-125 elevated suspicious mass, cervical cancer abnormal pap high-grade dysplasia invasive cancer, second opinion gynecologic cancer treatment options consultation, endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy, and endometrial hyperplasia atypical hyperplasia precancerous endometrium. Any guidance?"
"132","Gynecologic Oncology","8","[""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass""]","endometrial hyperplasia atypical hyperplasia precancerous endometrium, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, cancer survivorship follow-up surveillance post-treatment monitoring, chemotherapy management gynecologic cancer treatment oncology treatment, and ovarian cancer ovarian mass CA-125 elevated suspicious mass on and off. Should I be concerned?"
"132","Gynecologic Oncology","9","[""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy""]","Recently it's been endometrial hyperplasia atypical hyperplasia precancerous endometrium, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, and endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy."
"132","Gynecologic Oncology","10","[""vaginal cancer vaginal lesion vaginal mass VAIN"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""second opinion gynecologic cancer treatment options consultation"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""cancer survivorship follow-up surveillance post-treatment monitoring""]","It's mostly vaginal cancer vaginal lesion vaginal mass VAIN, endometrial hyperplasia atypical hyperplasia precancerous endometrium, second opinion gynecologic cancer treatment options consultation, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and cancer survivorship follow-up surveillance post-treatment monitoring for a few days, with a low-grade fever."
"133","Gynecologic Oncology","1","[""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome""]","For on and off, it's been genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy, ovarian cancer ovarian mass CA-125 elevated suspicious mass, and genetic cancer risk BRCA testing hereditary cancer Lynch syndrome. Any guidance?"
"133","Gynecologic Oncology","2","[""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer""]","For over the past month, it's been genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, complex adnexal mass suspicious ovarian cyst pelvic mass, cancer survivorship follow-up surveillance post-treatment monitoring, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and uterine sarcoma leiomyosarcoma aggressive uterine cancer. Any guidance?"
"133","Gynecologic Oncology","3","[""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","Recently it's been genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, chemotherapy management gynecologic cancer treatment oncology treatment, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia."
"133","Gynecologic Oncology","4","[""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","For for two weeks, it's been genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia. Any guidance?"
"133","Gynecologic Oncology","5","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome""]","Symptoms include prophylactic surgery risk reducing surgery BRCA positive oophorectomy, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, chemotherapy management gynecologic cancer treatment oncology treatment, complex adnexal mass suspicious ovarian cyst pelvic mass, endometrial hyperplasia atypical hyperplasia precancerous endometrium, and genetic cancer risk BRCA testing hereditary cancer Lynch syndrome over the past month."
"133","Gynecologic Oncology","6","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""complex adnexal mass suspicious ovarian cyst pelvic mass""]","Lately I've noticed endometrial hyperplasia atypical hyperplasia precancerous endometrium, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, and complex adnexal mass suspicious ovarian cyst pelvic mass for several months."
"133","Gynecologic Oncology","7","[""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, cervical cancer abnormal pap high-grade dysplasia invasive cancer, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, endometrial hyperplasia atypical hyperplasia precancerous endometrium, cancer survivorship follow-up surveillance post-treatment monitoring, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia recently. Should I be concerned?"
"133","Gynecologic Oncology","8","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","It's mostly prophylactic surgery risk reducing surgery BRCA positive oophorectomy, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, endometrial hyperplasia atypical hyperplasia precancerous endometrium, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia for two weeks, after exercise."
"133","Gynecologic Oncology","9","[""cancer survivorship follow-up surveillance post-treatment monitoring"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer""]","Persistent genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, and uterine sarcoma leiomyosarcoma aggressive uterine cancer since yesterday."
"133","Gynecologic Oncology","10","[""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer""]","I keep getting high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, and cervical cancer abnormal pap high-grade dysplasia invasive cancer over the past month, after intercourse."
"134","Gynecologic Oncology","1","[""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""vaginal cancer vaginal lesion vaginal mass VAIN"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","For for two weeks, it's been high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, cancer survivorship follow-up surveillance post-treatment monitoring, vaginal cancer vaginal lesion vaginal mass VAIN, complex adnexal mass suspicious ovarian cyst pelvic mass, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia. Any guidance?"
"134","Gynecologic Oncology","2","[""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass""]","Symptoms include high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and ovarian cancer ovarian mass CA-125 elevated suspicious mass for two weeks."
"134","Gynecologic Oncology","3","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""vaginal cancer vaginal lesion vaginal mass VAIN"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","Lately I've noticed prophylactic surgery risk reducing surgery BRCA positive oophorectomy, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, vaginal cancer vaginal lesion vaginal mass VAIN, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia for several months."
"134","Gynecologic Oncology","4","[""second opinion gynecologic cancer treatment options consultation"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","Persistent second opinion gynecologic cancer treatment options consultation, cancer survivorship follow-up surveillance post-treatment monitoring, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia since yesterday."
"134","Gynecologic Oncology","5","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy""]","Having endometrial hyperplasia atypical hyperplasia precancerous endometrium, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and prophylactic surgery risk reducing surgery BRCA positive oophorectomy for a few days. What could this be?"
"134","Gynecologic Oncology","6","[""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""second opinion gynecologic cancer treatment options consultation"", ""chemotherapy management gynecologic cancer treatment oncology treatment""]","I've been dealing with high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, second opinion gynecologic cancer treatment options consultation, and chemotherapy management gynecologic cancer treatment oncology treatment recently, with a low-grade fever."
"134","Gynecologic Oncology","7","[""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome""]","high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, ovarian cancer ovarian mass CA-125 elevated suspicious mass, endometrial hyperplasia atypical hyperplasia precancerous endometrium, and genetic cancer risk BRCA testing hereditary cancer Lynch syndrome for a few days. Should I be concerned?"
"134","Gynecologic Oncology","8","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","Having high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, cervical cancer abnormal pap high-grade dysplasia invasive cancer, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia recently. What could this be?"
"134","Gynecologic Oncology","9","[""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy""]","For for a few days, it's been high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and prophylactic surgery risk reducing surgery BRCA positive oophorectomy. Any guidance?"
"134","Gynecologic Oncology","10","[""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""chemotherapy management gynecologic cancer treatment oncology treatment""]","high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, endometrial hyperplasia atypical hyperplasia precancerous endometrium, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, cancer survivorship follow-up surveillance post-treatment monitoring, and chemotherapy management gynecologic cancer treatment oncology treatment for two weeks. Should I be concerned?"
"135","Gynecologic Oncology","1","[""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass""]","Lately I've noticed high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, endometrial hyperplasia atypical hyperplasia precancerous endometrium, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, and ovarian cancer ovarian mass CA-125 elevated suspicious mass over the past month."
"135","Gynecologic Oncology","2","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma""]","Recently it's been prophylactic surgery risk reducing surgery BRCA positive oophorectomy, endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, complex adnexal mass suspicious ovarian cyst pelvic mass, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and gestational trophoblastic disease molar pregnancy GTD choriocarcinoma."
"135","Gynecologic Oncology","3","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""second opinion gynecologic cancer treatment options consultation"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","For since yesterday, it's been prophylactic surgery risk reducing surgery BRCA positive oophorectomy, complex adnexal mass suspicious ovarian cyst pelvic mass, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, second opinion gynecologic cancer treatment options consultation, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia. Any guidance?"
"135","Gynecologic Oncology","4","[""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer""]","It's mostly prophylactic surgery risk reducing surgery BRCA positive oophorectomy, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and uterine sarcoma leiomyosarcoma aggressive uterine cancer over the past month, especially when standing."
"135","Gynecologic Oncology","5","[""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","It's mostly prophylactic surgery risk reducing surgery BRCA positive oophorectomy, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, complex adnexal mass suspicious ovarian cyst pelvic mass, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia since yesterday, when I cough or sneeze."
"135","Gynecologic Oncology","6","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer""]","Persistent prophylactic surgery risk reducing surgery BRCA positive oophorectomy, chemotherapy management gynecologic cancer treatment oncology treatment, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, uterine sarcoma leiomyosarcoma aggressive uterine cancer, and cervical cancer abnormal pap high-grade dysplasia invasive cancer recently."
"135","Gynecologic Oncology","7","[""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""complex adnexal mass suspicious ovarian cyst pelvic mass""]","vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, and complex adnexal mass suspicious ovarian cyst pelvic mass on and off. Should I be concerned?"
"135","Gynecologic Oncology","8","[""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy""]","Having prophylactic surgery risk reducing surgery BRCA positive oophorectomy, cancer survivorship follow-up surveillance post-treatment monitoring, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, and endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy for two weeks. What could this be?"
"135","Gynecologic Oncology","9","[""chemotherapy management gynecologic cancer treatment oncology treatment"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""second opinion gynecologic cancer treatment options consultation"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy""]","Recently it's been prophylactic surgery risk reducing surgery BRCA positive oophorectomy, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, second opinion gynecologic cancer treatment options consultation, endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy, and prophylactic surgery risk reducing surgery BRCA positive oophorectomy."
"135","Gynecologic Oncology","10","[""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy""]","Symptoms include prophylactic surgery risk reducing surgery BRCA positive oophorectomy, chemotherapy management gynecologic cancer treatment oncology treatment, and prophylactic surgery risk reducing surgery BRCA positive oophorectomy since yesterday."
"136","Gynecologic Oncology","1","[""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""chemotherapy management gynecologic cancer treatment oncology treatment""]","For on and off, it's been chemotherapy management gynecologic cancer treatment oncology treatment, cervical cancer abnormal pap high-grade dysplasia invasive cancer, endometrial hyperplasia atypical hyperplasia precancerous endometrium, and chemotherapy management gynecologic cancer treatment oncology treatment. Any guidance?"
"136","Gynecologic Oncology","2","[""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome""]","I keep getting cervical cancer abnormal pap high-grade dysplasia invasive cancer, chemotherapy management gynecologic cancer treatment oncology treatment, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, and genetic cancer risk BRCA testing hereditary cancer Lynch syndrome for several months, during my period."
"136","Gynecologic Oncology","3","[""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","I've been dealing with ovarian cancer ovarian mass CA-125 elevated suspicious mass, chemotherapy management gynecologic cancer treatment oncology treatment, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia since yesterday, with nausea."
"136","Gynecologic Oncology","4","[""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""vaginal cancer vaginal lesion vaginal mass VAIN"", ""cancer survivorship follow-up surveillance post-treatment monitoring""]","I've been dealing with prophylactic surgery risk reducing surgery BRCA positive oophorectomy, uterine sarcoma leiomyosarcoma aggressive uterine cancer, chemotherapy management gynecologic cancer treatment oncology treatment, vaginal cancer vaginal lesion vaginal mass VAIN, and cancer survivorship follow-up surveillance post-treatment monitoring for several months, during my period."
"136","Gynecologic Oncology","5","[""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy""]","For recently, it's been chemotherapy management gynecologic cancer treatment oncology treatment, ovarian cancer ovarian mass CA-125 elevated suspicious mass, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, chemotherapy management gynecologic cancer treatment oncology treatment, and endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy. Any guidance?"
"136","Gynecologic Oncology","6","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""chemotherapy management gynecologic cancer treatment oncology treatment"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer""]","I keep getting endometrial hyperplasia atypical hyperplasia precancerous endometrium, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, chemotherapy management gynecologic cancer treatment oncology treatment, and uterine sarcoma leiomyosarcoma aggressive uterine cancer for a few days, with a low-grade fever."
"136","Gynecologic Oncology","7","[""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""chemotherapy management gynecologic cancer treatment oncology treatment""]","Having complex adnexal mass suspicious ovarian cyst pelvic mass, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, uterine sarcoma leiomyosarcoma aggressive uterine cancer, and chemotherapy management gynecologic cancer treatment oncology treatment for several months. What could this be?"
"136","Gynecologic Oncology","8","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""chemotherapy management gynecologic cancer treatment oncology treatment""]","It's mostly chemotherapy management gynecologic cancer treatment oncology treatment, ovarian cancer ovarian mass CA-125 elevated suspicious mass, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, cancer survivorship follow-up surveillance post-treatment monitoring, and chemotherapy management gynecologic cancer treatment oncology treatment over the past month, with low back ache."
"136","Gynecologic Oncology","9","[""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""vaginal cancer vaginal lesion vaginal mass VAIN"", ""chemotherapy management gynecologic cancer treatment oncology treatment""]","Symptoms include endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy, vaginal cancer vaginal lesion vaginal mass VAIN, and chemotherapy management gynecologic cancer treatment oncology treatment for two weeks."
